id,DC025,DC205,DC206,DC208,DC209,DC210,DC211,DC212,DC213,DC215,DC230a,DC230b,DC232,DC235,DC237,DC237a,DC237f,DC244,DC246,DC270a,DC109,DC201
32902,2,31.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1,51.0,Layak Minum
32903,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1,12.0,Tidak Layak Minum
32904,2,31.0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,12.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1,51.0,Tidak Layak Minum
32905,2,31.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1,51.0,Tidak Layak Minum
32906,2,12.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1,11.0,Tidak Layak Minum
32907,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,11.0,Layak Minum
32908,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2,11.0,Layak Minum
32909,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
32911,1,16.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1,12.0,Layak Minum
32912,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,31.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,11.0,Layak Minum
32914,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2,11.0,Layak Minum
32915,1,17.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1,21.0,Layak Minum
32916,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1,11.0,Layak Minum
32917,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1,11.0,Layak Minum
32918,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,11.0,Layak Minum
32919,1,17.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,21.0,Layak Minum
32920,1,17.0,1.0,0.0,1.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,21.0,Layak Minum
32921,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,11.0,Layak Minum
32922,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
32924,1,12.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,12.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,11.0,Tidak Layak Minum
32925,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
32926,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1,11.0,Layak Minum
32927,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3,11.0,Layak Minum
32929,1,96.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1,96.0,Layak Minum
32930,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,21.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
32931,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
32932,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,31.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2,11.0,Layak Minum
32933,2,12.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
32934,2,31.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,51.0,Layak Minum
32935,2,31.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,51.0,Layak Minum
32936,2,21.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1,41.0,Layak Minum
32937,2,21.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1,41.0,Layak Minum
32938,2,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2,11.0,Layak Minum
32939,2,16.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1,12.0,Layak Minum
32940,2,31.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1,51.0,Tidak Layak Minum
32941,2,12.0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3,11.0,Layak Minum
32942,2,12.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,11.0,Layak Minum
32943,2,17.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,21.0,Layak Minum
32944,2,31.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1,31.0,Tidak Layak Minum
32946,2,21.0,1.0,1.0,0.0,1.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,41.0,Layak Minum
32947,2,31.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,51.0,Layak Minum
32949,2,12.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
32950,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3,11.0,Layak Minum
32951,2,12.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
32952,2,12.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
32953,2,12.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
32954,2,21.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,41.0,Layak Minum
32955,2,12.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,31.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,11.0,Layak Minum
32956,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2,11.0,Layak Minum
32957,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4,11.0,Layak Minum
32958,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2,11.0,Layak Minum
32959,2,16.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1,12.0,Layak Minum
32960,2,21.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1,41.0,Layak Minum
32961,2,12.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
32962,2,12.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1,11.0,Tidak Layak Minum
32963,2,12.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
32964,2,17.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,31.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1,21.0,Tidak Layak Minum
32965,2,21.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1,41.0,Layak Minum
32968,2,12.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1,11.0,Layak Minum
32969,2,21.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,31.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2,41.0,Tidak Layak Minum
32970,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2,11.0,Layak Minum
32971,2,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3,11.0,Layak Minum
32972,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,11.0,Layak Minum
32973,2,21.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,31.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1,41.0,Layak Minum
32974,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2,11.0,Layak Minum
32975,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
32976,2,16.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1,12.0,Layak Minum
32977,2,16.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1,12.0,Layak Minum
32978,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
32980,2,16.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1,12.0,Layak Minum
32981,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
32982,1,17.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,21.0,Layak Minum
32983,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,11.0,Layak Minum
32984,1,16.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2,12.0,Layak Minum
32985,1,12.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1,11.0,Layak Minum
32986,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
32987,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
32988,1,31.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,51.0,Layak Minum
32989,1,17.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,21.0,Layak Minum
32990,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,3,11.0,Layak Minum
32991,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
32992,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
32993,1,12.0,1.0,1.0,1.0,1.0,0.0,0.0,35.0,31.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1,11.0,Layak Minum
32994,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2,11.0,Layak Minum
32995,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2,11.0,Layak Minum
32996,1,17.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,21.0,Layak Minum
32997,1,17.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,12.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1,21.0,Layak Minum
32998,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,31.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,11.0,Layak Minum
32999,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1,11.0,Layak Minum
33000,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
33001,1,17.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,21.0,Layak Minum
33002,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
33003,1,17.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,31.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1,21.0,Layak Minum
33004,1,17.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,21.0,Layak Minum
33005,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
33006,1,17.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,31.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,21.0,Layak Minum
33007,2,12.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
33008,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4,11.0,Layak Minum
33009,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,3,11.0,Layak Minum
33010,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
33011,2,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
33012,2,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
33013,2,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5,11.0,Layak Minum
33014,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
33015,2,12.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,31.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
33016,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
33017,2,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
33018,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
33019,2,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
33020,2,12.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2,11.0,Layak Minum
33021,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
33022,2,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
33023,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,5,11.0,Layak Minum
33024,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,5,11.0,Layak Minum
33025,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
33026,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
33027,2,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
33028,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
33029,2,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
33030,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,4,11.0,Layak Minum
33031,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,4,11.0,Layak Minum
33032,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
33033,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
33034,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1,12.0,Layak Minum
33035,1,17.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1,21.0,Layak Minum
33036,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
33037,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3,11.0,Layak Minum
33038,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2,11.0,Layak Minum
33039,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
33040,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1,11.0,Layak Minum
33041,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
33042,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4,11.0,Layak Minum
33043,1,12.0,1.0,0.0,1.0,0.0,1.0,0.0,35.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
33044,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5,11.0,Layak Minum
33045,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2,12.0,Layak Minum
33047,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2,11.0,Layak Minum
33048,1,16.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1,12.0,Tidak Layak Minum
33049,1,12.0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,31.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
33050,1,12.0,1.0,0.0,1.0,0.0,0.0,0.0,35.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1,11.0,Layak Minum
33051,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3,11.0,Layak Minum
33052,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
33053,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
33054,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,31.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2,11.0,Layak Minum
33055,1,17.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,21.0,Layak Minum
33056,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
33057,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,3,11.0,Layak Minum
33058,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2,11.0,Layak Minum
33059,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1,11.0,Layak Minum
33061,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,11.0,Layak Minum
33062,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
33063,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2,11.0,Tidak Layak Minum
33064,1,12.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,11.0,Layak Minum
33065,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
