DC024,DC205,DC214,DC220,DC235,DC109,DC142a,DC201
76.0,12.0,36.0,42.0,3.0,11.0,144.0,0.0
76.0,12.0,36.0,37.0,3.0,11.0,78.0,0.0
76.0,12.0,35.0,39.0,3.0,11.0,91.0,0.0
76.0,31.0,35.0,37.0,3.0,31.0,50.0,0.0
76.0,12.0,36.0,40.0,3.0,11.0,62.0,0.0
76.0,12.0,35.0,37.0,3.0,11.0,36.0,0.0
76.0,12.0,36.0,55.0,3.0,11.0,75.0,0.0
76.0,12.0,36.0,29.0,3.0,11.0,72.0,0.0
76.0,31.0,36.0,33.0,3.0,31.0,54.0,0.0
76.0,12.0,36.0,49.0,3.0,11.0,105.0,0.0
76.0,31.0,36.0,58.0,3.0,31.0,42.0,0.0
76.0,21.0,36.0,36.0,3.0,41.0,75.0,0.0
76.0,31.0,23.0,36.0,3.0,31.0,66.0,0.0
76.0,16.0,36.0,63.0,3.0,12.0,63.0,0.0
76.0,31.0,35.0,57.0,3.0,31.0,32.0,0.0
76.0,31.0,23.0,27.0,3.0,31.0,35.0,0.0
76.0,12.0,35.0,63.0,2.0,11.0,96.0,1.0
76.0,12.0,35.0,46.0,1.8231620587658932,11.0,99.0,1.0
76.0,12.0,36.0,32.0,1.7656220246046772,11.0,95.0,1.0
76.0,12.0,36.0,41.0,3.0,11.0,54.0,1.0
76.0,12.0,36.0,39.0,3.0,11.0,48.0,1.0
76.0,12.0,36.0,32.0,2.031794073865799,11.0,72.0,1.0
76.0,12.0,35.0,54.0,1.767883475804508,11.0,72.0,1.0
76.0,12.0,24.0,54.0,1.8851157301693928,11.0,112.0,1.0
76.0,12.0,35.0,35.0,1.707044998547545,11.0,108.0,1.0
76.0,12.0,35.0,46.0,1.82934192270592,11.0,84.0,1.0
76.0,12.0,35.0,49.0,3.0,11.0,48.0,1.0
76.0,12.0,35.0,52.0,2.0557103733446724,11.0,72.0,1.0
76.0,12.0,35.0,64.0,1.581837601839648,11.0,180.0,1.0
76.0,12.0,35.0,46.0,1.7082965267255497,11.0,166.0,1.0
76.0,12.0,35.0,64.0,1.7949603994972083,11.0,94.0,1.0
76.0,12.0,35.0,50.0,1.7979752327252116,11.0,72.0,1.0
76.0,12.0,35.0,54.0,1.6376349642542114,11.0,152.0,1.0
76.0,12.0,35.0,47.0,1.76612847870958,11.0,108.0,1.0
76.0,12.0,35.0,49.0,1.8824984868085888,11.0,72.0,1.0
76.0,12.0,35.0,48.0,1.709329983633762,11.0,54.0,1.0
76.0,12.0,35.0,38.0,2.0,11.0,70.0,1.0
76.0,12.0,35.0,49.0,1.7461916038956962,11.0,77.0,1.0
76.0,12.0,35.0,31.0,1.961831813263729,11.0,32.0,1.0
76.0,12.0,36.0,53.0,2.218825315978217,11.0,54.0,1.0
76.0,31.0,36.0,72.0,2.240874020354728,31.0,24.0,1.0
76.0,12.0,35.0,40.0,1.8873117066312304,11.0,144.0,1.0
76.0,17.0,35.0,28.0,2.258452558236859,21.0,0.0,1.0
76.0,12.0,35.0,50.0,1.8222036335824223,11.0,80.0,1.0
76.0,12.0,36.0,54.0,2.049319902556793,11.0,36.0,1.0
76.0,12.0,35.0,56.0,1.802972032303924,11.0,49.0,1.0
76.0,17.0,36.0,26.0,2.214816968481627,21.0,40.0,1.0
76.0,12.0,36.0,49.0,2.121551587704123,11.0,31.0,1.0
76.0,12.0,35.0,32.0,2.1449487580927515,11.0,54.0,1.0
76.0,12.0,36.0,62.0,1.9251990090141944,11.0,246.0,1.0
76.0,12.0,35.0,35.0,1.7464041618715085,11.0,120.0,1.0
76.0,12.0,35.0,29.0,2.065256111690014,11.0,40.0,1.0
76.0,12.0,35.0,46.0,2.156450146932209,11.0,60.0,1.0
76.0,12.0,35.0,31.0,2.135025397588641,11.0,48.0,1.0
76.0,12.0,35.0,44.0,1.841584605294438,11.0,52.0,1.0
76.0,12.0,35.0,53.0,1.815877634779813,11.0,40.0,1.0
76.0,12.0,36.0,53.0,1.968499153082674,11.0,36.0,1.0
76.0,31.0,36.0,35.0,2.294951678446789,31.0,16.0,1.0
76.0,12.0,35.0,43.0,1.954763782008457,11.0,36.0,1.0
76.0,17.0,36.0,36.0,2.173758070782526,21.0,24.0,1.0
76.0,12.0,36.0,35.0,2.031365451220391,11.0,117.0,1.0
76.0,12.0,35.0,31.0,2.0614689385998965,11.0,40.0,1.0
76.0,12.0,35.0,19.0,1.9212507511819248,11.0,192.0,1.0
76.0,12.0,35.0,55.0,1.8598296163403447,11.0,84.0,1.0
76.0,16.0,35.0,41.0,1.7664075677543585,12.0,108.0,1.0
76.0,12.0,35.0,44.0,1.8955221744643973,11.0,72.0,1.0
76.0,12.0,35.0,44.0,1.7448206178648151,11.0,54.0,1.0
76.0,12.0,35.0,58.0,1.8251711594550348,11.0,96.0,1.0
76.0,12.0,35.0,62.0,1.752572179830887,11.0,120.0,1.0
76.0,31.0,36.0,53.0,2.173051246448297,51.0,36.0,1.0
76.0,12.0,35.0,45.0,1.0,11.0,160.0,1.0
76.0,12.0,35.0,52.0,2.0,11.0,200.0,1.0
76.0,12.0,35.0,61.0,2.0,11.0,144.0,1.0
76.0,16.0,23.0,43.0,2.0,12.0,56.0,1.0
76.0,12.0,35.0,43.0,3.0,11.0,98.0,1.0
76.0,12.0,35.0,40.0,3.0,11.0,54.0,1.0
76.0,12.0,35.0,35.0,2.1286627624242955,11.0,105.0,1.0
76.0,12.0,35.0,38.0,1.9326039361419187,11.0,21.0,1.0
76.0,12.0,36.0,50.0,2.0,11.0,50.0,1.0
76.0,12.0,35.0,59.0,1.9982642541917184,11.0,128.0,1.0
76.0,12.0,35.0,54.0,2.0,11.0,98.0,0.0
76.0,12.0,35.0,48.0,1.0,11.0,136.0,1.0
76.0,31.0,34.49473807296351,28.0,3.0,31.0,40.0,1.0
76.0,31.0,36.0,33.0,3.0,31.0,12.0,0.0
76.0,31.0,36.0,58.0,3.0,31.0,50.0,0.0
76.0,31.0,36.0,34.0,3.0,31.0,50.0,1.0
76.0,31.0,36.0,17.0,2.0,51.0,12.0,0.0
76.0,31.0,35.0,47.0,3.0,31.0,90.0,0.0
76.0,31.0,36.0,26.0,3.0,31.0,14.0,0.0
76.0,31.0,36.0,26.0,3.0,31.0,30.0,0.0
76.0,31.0,36.0,53.0,3.0,31.0,42.0,0.0
76.0,31.0,36.0,36.0,3.0,31.0,18.0,0.0
76.0,12.0,35.0,25.0,3.0,11.0,90.0,0.0
76.0,31.0,36.0,36.0,3.0,31.0,43.29393736769294,0.0
76.0,31.0,35.0,27.0,2.0,31.0,98.0,1.0
76.0,31.0,36.0,38.0,2.0,31.0,54.0,1.0
76.0,12.0,35.0,65.0,1.0,11.0,96.0,1.0
76.0,31.0,36.0,45.0,3.0,31.0,70.0,1.0
76.0,12.0,35.0,55.0,3.0,11.0,126.0,1.0
76.0,17.0,35.0,42.0,3.0,21.0,44.0,1.0
76.0,12.0,35.0,55.0,3.0,11.0,98.0,1.0
76.0,12.0,35.0,53.0,1.0,11.0,160.0,1.0
76.0,12.0,23.0,47.0,1.0,11.0,63.0,1.0
76.0,12.0,35.0,47.0,1.0,11.0,120.0,1.0
76.0,16.0,23.0,39.0,2.0,12.0,63.0,0.0
76.0,31.0,35.0,58.0,2.0,31.0,135.0,1.0
76.0,31.0,36.0,45.0,1.0,31.0,54.0,0.0
76.0,12.0,35.0,52.0,1.0,11.0,80.0,1.0
76.0,12.0,35.0,44.0,1.0,11.0,98.0,1.0
76.0,31.0,35.0,60.0,3.0,31.0,30.0,0.0
76.0,31.0,36.0,37.0,3.0,31.0,42.0,0.0
76.0,31.0,36.0,65.0,3.0,31.0,30.0,0.0
76.0,31.0,36.0,28.0,3.0,31.0,24.0,0.0
76.0,31.0,36.0,35.0,3.0,31.0,30.0,0.0
76.0,31.0,36.0,47.0,3.0,31.0,45.0,0.0
76.0,31.0,35.0,42.0,3.0,31.0,42.0,0.0
76.0,31.0,36.0,32.0,3.0,31.0,36.0,0.0
76.0,31.0,36.0,26.0,3.0,31.0,0.0,0.0
76.0,31.0,35.0,51.0,3.0,31.0,63.0,0.0
76.0,31.0,36.0,42.0,3.0,31.0,75.0,0.0
76.0,31.0,36.0,20.0,3.0,31.0,24.0,0.0
76.0,31.0,36.0,43.0,3.0,31.0,54.0,0.0
76.0,31.0,36.0,86.0,3.0,31.0,36.0,0.0
76.0,12.0,35.0,71.0,1.0,11.0,54.0,1.0
76.0,21.0,36.0,25.0,3.0,41.0,24.0,1.0
76.0,12.0,36.0,58.0,3.0,11.0,48.0,1.0
76.0,12.0,35.0,57.0,1.0,11.0,108.0,1.0
76.0,12.0,36.0,70.0,2.0,11.0,117.0,1.0
76.0,12.0,35.0,61.0,3.0,11.0,60.0,1.0
76.0,12.0,36.0,45.0,3.0,11.0,108.0,1.0
76.0,12.0,35.0,50.0,1.0,11.0,63.0,1.0
76.0,31.0,36.0,71.0,2.0,51.0,80.0,1.0
76.0,16.0,36.0,48.0,2.0,12.0,84.0,0.0
76.0,12.0,35.0,39.0,2.0,11.0,90.0,1.0
76.0,12.0,35.0,47.0,2.0,11.0,77.0,0.0
76.0,16.0,32.0,60.0,2.0,12.0,104.0,0.0
76.0,17.0,36.0,40.0,3.0,21.0,72.0,0.0
76.0,12.0,36.0,38.0,2.0,11.0,56.0,0.0
76.0,12.0,36.0,36.0,2.0,11.0,36.0,0.0
76.0,12.0,35.0,48.0,1.0,11.0,162.0,1.0
76.0,12.0,36.0,71.0,2.0,11.0,84.0,1.0
76.0,12.0,35.0,37.0,3.0,11.0,54.0,1.0
76.0,12.0,35.0,43.0,2.0,11.0,96.0,0.0
76.0,12.0,35.0,39.0,1.0,11.0,153.0,1.0
76.0,12.0,35.0,44.0,3.0,11.0,80.0,0.0
76.0,12.0,35.0,43.0,2.0,11.0,54.0,1.0
76.0,17.0,38.0,33.0,3.0,21.0,37.0,0.0
76.0,12.0,35.0,54.0,1.0,11.0,84.0,1.0
76.0,12.0,36.0,46.0,2.0,11.0,45.0,0.0
76.0,12.0,23.0,61.0,2.0,11.0,80.0,0.0
76.0,12.0,36.0,42.0,2.0,11.0,72.0,1.0
76.0,12.0,35.0,32.0,1.0,11.0,135.0,1.0
76.0,12.0,36.0,37.0,2.0,11.0,70.0,1.0
76.0,16.0,36.0,66.0,2.0,12.0,84.0,1.0
76.0,12.0,36.0,35.0,2.0,11.0,72.0,1.0
76.0,12.0,36.0,44.0,1.0,11.0,84.0,1.0
76.0,12.0,36.0,47.0,2.0,11.0,54.0,1.0
76.0,12.0,36.0,52.0,1.0,11.0,60.0,1.0
76.0,17.0,35.0,30.0,3.0,21.0,66.0,1.0
76.0,17.0,36.0,36.0,2.0,21.0,998.0,1.0
76.0,17.0,36.0,42.0,1.0,21.0,55.0,1.0
76.0,31.0,36.0,60.0,3.0,51.0,48.0,0.0
76.0,31.0,36.0,54.0,2.0,51.0,120.0,1.0
76.0,31.0,36.0,39.0,3.0,31.0,40.0,0.0
76.0,31.0,36.0,46.0,3.0,51.0,55.0,1.0
76.0,17.0,35.0,23.0,2.0,21.0,112.0,1.0
76.0,31.0,36.0,49.0,3.0,31.0,96.0,0.0
76.0,31.0,36.0,40.0,3.0,31.0,85.0,0.0
76.0,31.0,36.0,20.0,3.0,31.0,48.0,0.0
76.0,31.0,36.0,54.0,3.0,31.0,90.0,0.0
76.0,31.0,36.0,69.0,3.0,31.0,45.0,0.0
76.0,12.0,36.0,57.0,3.0,11.0,63.0,0.0
76.0,31.0,36.0,48.0,3.0,31.0,54.0,0.0
76.0,12.0,36.0,29.0,3.0,11.0,84.0,0.0
76.0,31.0,36.0,62.0,3.0,31.0,78.0,0.0
76.0,31.0,36.0,26.0,3.0,31.0,63.0,0.0
76.0,31.0,36.0,60.0,3.0,31.0,60.0,0.0
76.0,31.0,36.0,63.0,3.0,31.0,96.0,0.0
76.0,31.0,36.0,64.0,3.0,31.0,54.0,0.0
76.0,31.0,35.0,59.0,3.0,31.0,72.0,0.0
76.0,31.0,36.0,42.0,1.0,31.0,48.0,0.0
76.0,12.0,36.0,37.0,3.0,11.0,56.0,0.0
76.0,31.0,36.0,72.0,3.0,31.0,54.0,0.0
76.0,31.0,36.0,73.0,3.0,31.0,110.0,0.0
76.0,31.0,36.0,34.0,3.0,31.0,56.0,0.0
76.0,31.0,36.0,65.0,3.0,31.0,35.0,0.0
76.0,17.0,34.0,50.0,3.0,21.0,51.0,1.0
76.0,31.0,36.0,43.0,3.0,32.0,45.0,1.0
76.0,31.0,34.0,55.0,3.0,31.0,36.0,0.0
76.0,31.0,36.0,49.0,3.0,31.0,28.0,1.0
76.0,31.0,34.0,45.0,3.0,32.0,50.0,1.0
76.0,12.0,35.0,34.0,3.0,11.0,70.0,1.0
76.0,31.0,36.0,56.0,1.0,31.0,63.0,1.0
76.0,12.0,36.0,39.0,3.0,11.0,90.0,0.0
76.0,31.0,23.0,43.0,3.0,32.0,35.0,1.0
76.0,31.0,36.0,23.0,3.0,31.0,24.0,1.0
76.0,31.0,34.0,60.0,3.0,32.0,40.0,1.0
76.0,12.0,35.0,44.0,1.0,11.0,104.0,1.0
76.0,31.0,36.0,37.0,2.0,31.0,36.0,1.0
76.0,12.0,35.0,43.0,1.0,11.0,96.0,1.0
76.0,12.0,36.0,46.0,2.462296979329025,11.0,64.0,1.0
76.0,31.0,36.0,38.0,3.0,51.0,90.0,1.0
76.0,12.0,36.0,50.0,1.0,11.0,50.0,1.0
76.0,12.0,35.0,38.0,2.0,11.0,65.0,1.0
76.0,12.0,36.0,44.0,3.0,11.0,64.0,0.0
76.0,12.0,36.0,48.0,2.0,11.0,66.0,1.0
76.0,12.0,35.0,45.0,1.0,11.0,132.0,1.0
76.0,17.0,34.0,36.0,2.0,21.0,92.0,0.0
76.0,12.0,35.0,44.0,1.0,11.0,100.0,1.0
76.0,17.0,36.0,65.0,2.0,21.0,28.0,1.0
76.0,12.0,36.0,44.0,3.0,11.0,60.0,1.0
76.0,17.0,36.0,36.0,2.0,21.0,21.0,0.0
76.0,12.0,36.0,38.0,1.0,11.0,94.0,1.0
76.0,12.0,36.0,71.0,2.0,11.0,84.0,0.0
76.0,12.0,36.0,35.0,1.0,11.0,39.0,1.0
76.0,12.0,36.0,59.0,2.0,11.0,70.0,1.0
76.0,12.0,36.0,53.0,1.0,11.0,115.0,1.0
76.0,17.0,36.0,36.0,3.0,21.0,40.0,1.0
76.0,12.0,35.0,33.0,2.0,11.0,91.0,1.0
76.0,12.0,34.0,33.0,1.0,11.0,72.0,1.0
76.0,31.0,36.0,39.0,3.0,31.0,98.0,1.0
76.0,12.0,34.0,70.0,2.0,11.0,63.0,1.0
76.0,12.0,35.0,41.0,2.0,11.0,60.0,1.0
76.0,12.0,35.0,34.0,2.0,11.0,165.0,1.0
76.0,12.0,35.0,53.0,1.0,11.0,80.0,1.0
76.0,12.0,36.0,49.0,1.0,11.0,64.0,1.0
76.0,12.0,36.0,48.0,3.0,11.0,128.0,1.0
76.0,12.0,35.0,42.0,1.0,11.0,84.0,1.0
76.0,12.0,34.0,52.0,3.0,11.0,75.0,1.0
76.0,12.0,35.0,53.0,2.0,11.0,90.0,1.0
76.0,17.0,34.0,40.0,1.0,21.0,56.0,1.0
76.0,12.0,35.0,66.0,2.0,11.0,240.0,1.0
76.0,12.0,36.0,59.0,1.0,11.0,50.0,1.0
76.0,12.0,35.0,43.0,2.0,11.0,90.0,1.0
76.0,12.0,35.0,54.0,2.0433300185549523,11.0,120.0,1.0
76.0,12.0,34.0,43.0,1.0,11.0,62.0,1.0
76.0,12.0,35.0,60.0,1.0,11.0,84.0,1.0
76.0,12.0,36.0,44.0,1.0,11.0,48.0,1.0
76.0,12.0,35.0,36.0,2.0,11.0,100.0,1.0
76.0,12.0,23.0,90.0,2.0,11.0,110.0,1.0
76.0,12.0,35.0,51.0,2.0,11.0,54.0,1.0
76.0,12.0,35.0,46.0,2.0,11.0,102.0,1.0
76.0,12.0,35.0,50.0,2.0,11.0,70.0,1.0
76.0,12.0,35.0,54.0,2.0,11.0,36.0,1.0
76.0,12.0,32.0,38.0,2.0,11.0,94.0,1.0
76.0,12.0,36.0,50.0,2.0,11.0,96.0,0.0
76.0,12.0,36.0,44.0,3.0,11.0,32.0,1.0
76.0,12.0,36.0,35.0,3.0,11.0,45.0,1.0
76.0,12.0,36.0,28.0,3.0,11.0,54.0,1.0
76.0,12.0,35.0,36.0,3.0,11.0,48.0,1.0
76.0,12.0,35.0,34.0,3.0,11.0,54.0,1.0
76.0,12.0,35.0,36.0,3.0,11.0,60.0,1.0
76.0,12.0,36.0,25.0,3.0,11.0,28.0,1.0
76.0,12.0,36.0,21.0,3.0,11.0,54.0,1.0
76.0,12.0,35.0,40.0,3.0,11.0,54.0,1.0
76.0,12.0,36.0,32.0,3.0,11.0,54.0,1.0
76.0,12.0,36.0,24.0,3.0,11.0,54.0,1.0
76.0,16.0,35.0,35.0,1.0,12.0,81.0,1.0
76.0,12.0,35.0,55.0,1.0,11.0,104.0,1.0
76.0,12.0,35.0,56.0,2.0,11.0,70.0,1.0
76.0,12.0,35.0,44.0,2.0,11.0,35.0,1.0
76.0,12.0,35.0,59.0,1.0,11.0,90.0,1.0
76.0,12.0,35.0,32.0,1.0,11.0,101.0,1.0
76.0,12.0,35.0,42.0,1.0,11.0,36.0,1.0
76.0,12.0,35.0,56.0,2.0,11.0,98.0,1.0
76.0,12.0,35.0,46.0,1.0,11.0,168.0,1.0
76.0,12.0,35.0,48.0,1.0,11.0,153.0,1.0
76.0,12.0,35.0,40.0,1.0,11.0,165.0,1.0
76.0,12.0,36.0,39.0,2.0,11.0,48.0,1.0
76.0,12.0,35.0,66.0,2.0,11.0,77.0,1.0
76.0,12.0,35.0,46.0,1.0,11.0,294.0,1.0
76.0,12.0,35.0,57.0,1.0,11.0,96.0,1.0
76.0,12.0,35.0,48.0,3.0,11.0,48.0,0.0
76.0,12.0,36.0,52.0,3.0,11.0,72.0,0.0
76.0,31.0,36.0,31.0,3.0,31.0,75.0,0.0
76.0,31.0,36.0,30.0,2.0,31.0,42.0,1.0
76.0,31.0,36.0,53.0,3.0,31.0,40.0,0.0
76.0,12.0,36.0,27.0,1.0,11.0,70.0,1.0
76.0,31.0,35.0,39.0,1.0,31.0,66.0,1.0
76.0,12.0,36.0,38.0,1.0,11.0,61.0,1.0
76.0,12.0,35.0,29.0,2.0,11.0,91.0,1.0
76.0,12.0,35.0,46.0,2.0,11.0,70.0,1.0
76.0,12.0,36.0,35.0,2.0,11.0,56.0,1.0
76.0,12.0,36.0,34.0,3.0,11.0,40.0,1.0
76.0,31.0,36.0,31.0,3.0,31.0,36.0,0.0
76.0,31.0,36.0,45.0,2.0,31.0,48.0,0.0
76.0,31.0,36.0,52.0,3.0,31.0,32.0,1.0
76.0,31.0,23.0,35.0,3.0,31.0,70.0,1.0
76.0,12.0,23.0,42.0,2.0,11.0,84.0,0.0
76.0,31.0,34.0,39.0,2.0,32.0,54.0,1.0
76.0,31.0,35.0,56.0,2.0,32.0,104.0,0.0
76.0,12.0,35.0,75.0,1.0,11.0,90.0,1.0
76.0,17.0,36.0,36.0,2.0,21.0,56.0,1.0
76.0,12.0,35.0,35.0,1.0,11.0,40.0,0.0
76.0,31.0,36.0,37.0,3.0,32.0,60.0,1.0
76.0,12.0,35.0,52.0,2.0,11.0,66.0,1.0
76.0,17.0,36.0,67.0,2.0,21.0,15.0,0.0
76.0,17.0,36.0,34.0,3.0,21.0,52.0,1.0
76.0,12.0,35.0,52.0,1.0,11.0,119.0,1.0
76.0,31.0,36.0,49.0,3.0,51.0,48.0,1.0
76.0,12.0,35.0,45.0,2.0,11.0,96.0,1.0
76.0,12.0,35.0,37.0,2.0,11.0,54.0,1.0
76.0,31.0,35.0,43.0,3.0,32.0,60.0,0.0
76.0,17.0,36.0,37.0,2.0,21.0,70.0,1.0
76.0,31.0,36.0,39.0,2.0,51.0,36.0,1.0
76.0,16.0,36.0,41.0,3.0,12.0,40.0,1.0
76.0,31.0,36.0,29.0,3.0,31.0,28.0,0.0
76.0,31.0,36.0,22.0,3.0,31.0,21.0,1.0
76.0,31.0,36.0,40.0,3.0,31.0,20.0,1.0
76.0,17.0,34.0,47.0,3.0,21.0,93.0,0.0
76.0,31.0,36.0,34.0,3.0,31.0,28.0,0.0
76.0,31.0,35.0,76.0,3.0,31.0,60.0,1.0
76.0,31.0,34.0,60.0,3.0,31.0,24.0,0.0
76.0,12.0,36.0,37.0,3.0,11.0,96.0,1.0
76.0,17.0,36.0,48.0,2.0,21.0,84.0,1.0
76.0,17.0,36.0,32.0,3.0,21.0,42.0,1.0
76.0,12.0,35.0,64.0,1.0,11.0,81.0,0.0
76.0,12.0,35.0,22.0,3.0,11.0,63.0,0.0
76.0,31.0,36.0,26.0,3.0,31.0,20.0,0.0
76.0,12.0,36.0,39.0,3.0,11.0,100.0,1.0
76.0,12.0,35.0,29.0,3.0,11.0,54.0,1.0
76.0,12.0,35.0,22.0,3.0,11.0,45.0,1.0
76.0,12.0,35.0,30.0,3.0,11.0,36.0,0.0
76.0,12.0,35.0,35.0,3.0,11.0,36.0,0.0
76.0,12.0,35.0,69.0,3.0,11.0,69.0,0.0
76.0,12.0,34.0,26.0,3.0,11.0,42.0,1.0
76.0,12.0,35.0,47.0,3.0,11.0,121.0,1.0
76.0,12.0,23.0,64.0,3.0,11.0,112.0,0.0
76.0,12.0,35.0,23.0,1.0,11.0,80.0,1.0
76.0,12.0,35.0,74.0,2.0,11.0,99.0,1.0
76.0,12.0,35.0,31.0,3.0,11.0,54.0,1.0
76.0,12.0,35.0,75.0,3.0,11.0,84.0,1.0
76.0,12.0,36.0,53.0,2.0,11.0,45.0,1.0
76.0,21.0,36.0,85.0,3.0,41.0,70.0,1.0
76.0,12.0,34.0,55.0,1.0,11.0,108.0,0.0
76.0,12.0,34.0,43.0,1.0,11.0,95.0,1.0
76.0,12.0,23.0,33.0,1.0,11.0,72.0,1.0
76.0,12.0,36.0,36.0,2.0,11.0,24.0,1.0
76.0,12.0,36.0,34.0,1.0,11.0,72.0,1.0
76.0,12.0,23.0,43.0,1.0,11.0,120.0,1.0
76.0,12.0,23.0,44.0,2.0,11.0,60.0,1.0
76.0,12.0,23.0,61.0,2.0,11.0,94.0,1.0
76.0,17.0,35.0,52.0,3.0,21.0,40.0,1.0
76.0,12.0,35.0,41.0,1.0,11.0,86.0,1.0
76.0,31.0,36.0,33.0,3.0,31.0,48.0,1.0
76.0,17.0,36.0,51.0,2.0,21.0,90.0,1.0
76.0,17.0,36.0,27.0,2.0,21.0,84.0,1.0
76.0,12.0,36.0,41.0,3.0,11.0,91.0,1.0
76.0,12.0,36.0,32.0,1.0,11.0,243.0,1.0
76.0,31.0,36.0,72.0,2.0,51.0,72.0,1.0
76.0,12.0,36.0,32.0,3.0,11.0,91.0,1.0
76.0,17.0,36.0,30.0,2.0,21.0,30.0,1.0
76.0,12.0,38.0,15.0,1.0,11.0,48.0,1.0
76.0,21.0,36.0,39.0,3.0,41.0,84.0,1.0
76.0,12.0,36.0,46.0,1.0,11.0,180.0,1.0
76.0,12.0,36.0,43.0,1.0,11.0,108.0,1.0
76.0,31.0,36.0,29.0,1.0,51.0,20.0,1.0
76.0,12.0,36.0,39.0,1.0,11.0,84.0,1.0
76.0,31.0,36.0,56.0,3.0,51.0,40.0,1.0
76.0,31.0,36.0,33.0,3.0,51.0,22.0,1.0
76.0,12.0,36.0,50.0,2.0,11.0,60.0,1.0
76.0,31.0,36.0,35.0,2.0,31.0,21.0,1.0
76.0,16.0,35.0,53.0,2.0,12.0,76.0,1.0
76.0,17.0,36.0,42.0,3.0,21.0,77.0,1.0
76.0,12.0,36.0,72.0,2.0,11.0,96.0,1.0
76.0,12.0,35.0,41.0,2.0,11.0,275.0,1.0
76.0,12.0,23.0,52.0,1.0,11.0,72.0,1.0
76.0,12.0,35.0,61.0,1.0,11.0,42.0,1.0
76.0,12.0,35.0,47.0,1.0,11.0,72.0,0.0
76.0,12.0,36.0,65.0,1.0,11.0,91.0,1.0
76.0,12.0,36.0,17.0,1.0,11.0,36.0,1.0
76.0,12.0,23.0,41.0,2.0,11.0,54.0,0.0
76.0,12.0,36.0,33.0,3.0,11.0,60.0,0.0
76.0,12.0,36.0,49.0,3.0,11.0,72.0,0.0
76.0,12.0,36.0,49.0,2.0,11.0,50.0,0.0
76.0,12.0,34.0,50.0,2.0,11.0,180.0,1.0
76.0,12.0,34.0,39.0,1.0,11.0,75.0,1.0
76.0,12.0,23.0,49.0,1.0,11.0,54.0,1.0
76.0,17.0,34.0,56.0,1.0,21.0,90.0,0.0
76.0,12.0,36.0,40.0,2.0,11.0,78.0,1.0
76.0,12.0,36.0,37.0,2.0,11.0,72.0,0.0
76.0,17.0,36.0,36.0,3.0,21.0,37.0,1.0
76.0,12.0,35.0,43.0,2.0,11.0,84.0,1.0
76.0,21.0,36.0,41.0,2.0,41.0,42.0,1.0
76.0,31.0,36.0,42.0,2.0,51.0,98.0,1.0
76.0,12.0,34.0,37.0,2.0,11.0,64.0,1.0
76.0,16.0,36.0,40.0,2.0,12.0,54.0,1.0
76.0,21.0,36.0,53.0,3.0,41.0,21.0,1.0
76.0,31.0,36.0,42.0,2.0,51.0,40.0,1.0
76.0,17.0,36.0,67.0,3.0,21.0,40.0,1.0
76.0,12.0,36.0,39.0,2.0,11.0,55.0,1.0
76.0,12.0,36.0,48.0,2.0,11.0,105.0,1.0
76.0,31.0,34.0,58.0,2.0,31.0,42.0,1.0
76.0,31.0,36.0,30.0,3.0,31.0,42.0,1.0
76.0,12.0,36.0,63.0,3.0,11.0,72.0,1.0
76.0,12.0,36.0,45.0,3.0,11.0,108.0,1.0
76.0,17.0,36.0,49.0,3.0,21.0,40.0,0.0
76.0,17.0,36.0,31.0,1.0,21.0,40.0,1.0
76.0,17.0,36.0,37.0,1.0,21.0,50.0,1.0
76.0,12.0,36.0,61.0,3.0,11.0,72.0,0.0
76.0,31.0,36.0,39.0,3.0,51.0,48.0,1.0
76.0,31.0,36.0,40.0,3.0,51.0,70.0,1.0
76.0,31.0,36.0,34.0,3.0,31.0,42.0,0.0
76.0,31.0,36.0,25.0,3.0,31.0,12.0,0.0
81.0,12.0,34.0,37.0,3.0,11.0,81.0,1.0
81.0,16.0,34.0,65.0,1.886612968837703,12.0,48.0,1.0
81.0,16.0,35.0,45.0,1.977205254980336,12.0,81.0,1.0
81.0,31.0,32.0,46.0,2.091257622043885,32.0,104.0,1.0
81.0,12.0,34.0,64.0,2.020175537004034,11.0,84.0,1.0
81.0,12.0,34.0,50.0,2.032818151965884,11.0,162.0,1.0
81.0,31.0,35.0,52.0,2.209402412051552,32.0,30.0,1.0
81.0,12.0,34.0,60.0,2.050835999727167,11.0,48.0,1.0
81.0,12.0,34.0,46.0,1.975344609171525,11.0,80.0,1.0
81.0,16.0,35.0,36.0,2.034838247657824,12.0,21.0,1.0
81.0,12.0,35.0,52.0,1.88859689618016,11.0,21.0,1.0
81.0,16.0,35.0,56.0,2.012789087277392,12.0,22.0,1.0
81.0,12.0,35.0,26.0,1.847660770714184,11.0,998.0,1.0
81.0,31.0,12.0,54.0,2.3975877215716825,32.0,20.0,1.0
81.0,31.0,12.0,51.0,2.4257906442896835,32.0,20.0,1.0
81.0,12.0,35.0,56.0,1.985346640506948,11.0,21.0,1.0
81.0,12.0,35.0,57.0,2.200623000090423,11.0,75.0,1.0
81.0,12.0,34.0,38.0,2.221443467745555,11.0,30.0,1.0
81.0,16.0,35.0,55.0,2.0603852877918394,12.0,70.0,1.0
81.0,12.0,34.0,56.0,1.7738284842219103,11.0,189.0,1.0
81.0,12.0,34.0,47.0,2.090662543979469,11.0,56.0,1.0
