id,DC024,DC025,DC205,DC206,DC207,DC208,DC209,DC210,DC211,DC212,DC213,DC214,DC215,DC216,DC217,DC219,DC220,DC226,DC230a,DC230b,DC232,DC232b,DC235,DC237,DC237a,DC237b,DC237c,DC237d,DC237e,DC237f,DC241,DC242,DC244,DC246,DC252,DC270a,DC109,DC142a,DC201
33288,61,2,12,1,0,1,1,0,1,0,21,37,31,3,2,1,50,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,0,3,11,60,Layak Minum
33291,61,2,12,1,0,0,0,0,1,0,21,36,31,2,4,1,50,2,1,1,1,0,2,1,1,0,0,0,0,0,1,0,1,0,1,3,11,342,Layak Minum
33292,61,2,12,1,0,1,0,1,0,0,35,35,31,2,4,1,80,8,1,1,1,0,2,1,1,0,0,0,0,1,1,0,0,1,4,2,11,162,Layak Minum
33293,61,2,12,1,0,1,1,1,1,0,21,36,31,4,4,1,87,2,1,1,1,0,2,1,1,0,0,0,0,0,1,0,1,0,1,4,11,84,Layak Minum
33294,61,2,12,1,0,1,1,1,1,0,33,37,31,3,4,1,50,2,1,1,NA,NA,2,1,1,0,0,0,0,0,1,1,0,0,1,5,11,160,Layak Minum
33295,61,2,12,1,0,1,1,0,1,0,33,37,31,2,4,1,36,2,1,1,NA,NA,2,1,1,0,0,0,0,0,1,1,0,0,0,4,11,136,Layak Minum
33296,61,2,12,1,0,1,1,0,1,0,33,34,31,2,2,1,62,2,1,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,4,11,54,Layak Minum
33297,61,2,12,1,0,0,0,0,0,0,21,37,31,1,2,1,23,2,1,1,NA,NA,2,1,1,0,0,0,0,0,1,1,0,0,0,2,11,32,Layak Minum
33298,61,2,12,1,1,1,0,0,1,0,21,37,31,2,4,1,65,8,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,2,11,70,Tidak Layak Minum
33300,61,2,21,1,1,1,1,1,1,0,21,36,NA,1,2,1,42,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,1,1,3,41,40,Layak Minum
33301,61,2,31,1,0,1,0,0,1,0,33,37,31,3,4,1,65,8,3,NA,NA,NA,2,1,1,0,0,0,0,0,1,1,1,0,1,2,51,40,Layak Minum
33303,61,2,12,1,0,1,0,0,1,0,21,37,31,2,2,1,45,2,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,11,54,Layak Minum
33304,61,2,12,1,0,1,0,1,1,0,33,34,34,2,4,1,26,2,1,1,1,0,3,1,1,0,0,0,0,0,1,0,1,0,0,4,11,144,Layak Minum
33305,61,2,12,1,0,1,0,1,1,0,35,37,31,2,2,1,32,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,1,1,0,3,11,162,Layak Minum
33306,61,2,12,1,0,1,0,1,1,0,35,37,31,2,4,1,35,2,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,2,2,11,72,Layak Minum
33308,61,2,12,1,0,1,0,1,1,0,35,37,31,3,4,1,39,2,1,1,1,0,3,1,1,0,0,0,0,0,1,0,1,1,1,4,11,225,Layak Minum
33309,61,2,12,1,0,1,0,1,1,0,31,37,31,1,2,1,41,2,1,1,1,0,3,1,1,0,0,0,0,0,1,0,1,1,4,3,11,80,Layak Minum
33310,61,2,12,1,0,1,0,1,1,0,33,37,31,4,4,1,31,2,1,1,1,0,3,1,1,0,0,0,0,0,1,0,1,0,1,4,11,96,Layak Minum
33311,61,2,12,1,0,1,0,1,1,0,21,35,31,2,2,1,38,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,3,11,80,Layak Minum
33312,61,2,12,1,0,1,0,1,1,0,21,32,31,2,4,1,48,8,1,1,1,0,3,1,1,0,0,0,0,0,1,1,1,1,2,2,11,108,Layak Minum
33320,61,2,12,1,0,1,1,1,1,0,21,36,31,2,4,1,53,2,1,1,1,0,3,0,0,0,0,0,0,0,1,1,1,0,1,4,11,160,Layak Minum
33321,61,2,16,1,0,1,1,1,1,0,21,37,31,2,2,1,47,2,1,1,1,0,2,1,1,0,0,0,0,0,1,0,1,1,0,3,12,120,Layak Minum
33322,61,2,12,1,0,1,1,1,1,0,33,34,31,4,2,1,68,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,0,5,11,125,Layak Minum
33323,61,2,12,1,0,1,1,0,0,0,21,36,31,2,2,1,73,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,0,2,11,110,Layak Minum
33324,61,2,12,1,0,1,1,1,1,0,21,36,31,2,4,1,41,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,1,1,4,11,80,Layak Minum
33326,61,2,12,1,0,1,1,1,1,0,21,37,31,2,1,1,59,2,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,4,11,125,Layak Minum
33327,61,2,16,1,0,1,1,1,1,0,21,37,31,3,2,1,62,2,1,1,1,0,2,1,1,0,0,0,0,0,1,0,1,1,0,3,12,80,Layak Minum
33329,61,2,12,1,0,1,1,1,1,0,21,36,31,2,3,1,73,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,3,11,80,Layak Minum
33332,61,2,12,1,0,1,1,0,1,0,21,37,31,3,4,1,71,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,4,11,150,Layak Minum
33333,61,2,16,1,0,1,1,1,1,0,21,37,31,3,2,1,74,2,1,1,1,0,2,1,1,0,0,0,0,0,1,0,1,1,0,3,12,90,Layak Minum
33335,61,2,12,1,0,1,1,1,1,0,33,34,35,4,4,1,65,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,1,5,11,120,Layak Minum
33337,61,2,12,1,0,1,1,1,1,0,21,36,31,2,2,1,48,2,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,3,11,136,Layak Minum
33338,61,2,16,1,0,1,1,0,1,0,21,36,31,2,4,1,41,2,1,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,3,12,60,Layak Minum
33339,61,2,16,1,0,1,1,1,1,0,21,36,31,2,4,1,50,2,1,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1,0,3,12,100,Layak Minum
33341,61,2,31,1,0,1,0,0,1,0,33,35,31,3,2,1,44,8,1,1,1,0,3,1,1,0,0,0,0,1,1,1,1,1,2,1,51,40,Tidak Layak Minum
33342,61,2,31,1,0,1,0,0,1,0,33,35,31,2,2,1,42,8,2,0,0,0,3,1,1,0,0,0,0,1,1,1,1,1,0,1,31,35,Tidak Layak Minum
33343,61,2,16,1,0,0,0,0,0,0,35,32,31,2,4,1,36,8,2,1,0,0,3,1,1,0,0,0,0,1,1,1,1,1,1,1,12,42,Tidak Layak Minum
33344,61,2,31,1,0,0,0,0,0,0,35,35,31,3,4,1,37,8,3,NA,NA,NA,3,1,1,0,0,0,0,0,3,NA,0,0,1,1,31,54,Tidak Layak Minum
33345,61,2,31,1,0,1,0,1,1,0,21,36,31,3,4,1,60,8,3,NA,NA,NA,3,1,1,0,0,0,0,0,3,NA,1,1,4,1,31,54,Tidak Layak Minum
33346,61,2,31,0,0,0,0,0,0,0,35,36,31,1,2,1,37,8,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,2,1,51,28,Layak Minum
33348,61,2,31,1,0,0,0,0,1,0,35,32,31,2,4,1,44,8,3,NA,NA,NA,3,1,1,0,0,0,0,1,3,NA,1,1,1,1,51,35,Tidak Layak Minum
33349,61,2,31,1,0,0,0,0,0,0,35,35,31,2,4,1,55,8,2,1,1,0,2,1,1,0,0,0,0,1,1,1,0,0,1,1,51,46,Tidak Layak Minum
33352,61,2,31,1,0,0,0,0,0,0,21,35,31,3,4,1,55,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,1,1,1,1,51,60,Layak Minum
33353,61,2,31,1,1,0,0,1,1,0,21,36,31,2,2,1,39,8,3,NA,NA,NA,2,1,1,0,0,0,0,0,1,1,1,1,1,1,51,24,Tidak Layak Minum
33354,61,2,31,1,0,1,0,0,1,0,21,35,12,2,4,1,63,8,2,0,0,0,2,1,1,0,0,0,0,1,1,1,1,1,1,1,51,48,Tidak Layak Minum
33355,61,2,31,1,0,1,0,0,0,0,36,36,31,3,4,1,54,8,3,NA,NA,NA,1,1,1,0,0,0,0,0,1,1,0,1,0,1,51,42,Layak Minum
33356,61,2,31,1,0,0,0,0,0,0,21,35,31,2,4,1,47,8,1,1,0,0,1,1,1,0,0,0,0,0,3,NA,1,1,0,1,51,28,Layak Minum
33357,61,2,31,1,0,1,0,0,1,0,33,36,31,3,4,1,30,2,3,NA,NA,NA,1,1,1,0,0,0,0,0,1,1,1,1,1,2,51,50,Layak Minum
33359,61,2,31,1,0,0,0,0,1,0,35,36,31,3,4,1,48,8,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,51,57,Layak Minum
33360,61,2,31,1,0,0,0,0,1,0,33,35,31,4,4,1,62,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,2,51,75,Layak Minum
33361,61,2,31,1,0,0,0,0,0,0,35,35,31,1,2,1,32,8,2,0,0,0,3,1,1,0,0,0,0,0,1,1,0,1,0,1,51,29,Tidak Layak Minum
33363,61,2,31,1,0,0,0,0,1,0,35,35,31,2,4,1,46,8,2,1,0,0,1,1,1,0,0,0,0,0,3,NA,1,1,1,1,51,35,Layak Minum
33365,61,2,16,0,0,0,0,0,0,0,35,35,31,2,4,1,31,8,1,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,12,40,Tidak Layak Minum
33366,61,2,12,1,0,1,1,1,1,0,33,34,31,4,4,2,56,2,2,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,5,11,200,Layak Minum
33369,61,2,12,1,0,1,1,1,1,1,33,35,31,1,2,1,51,2,2,1,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,5,11,240,Layak Minum
33370,61,2,12,1,0,1,0,0,1,0,21,36,31,3,4,1,26,2,3,NA,NA,NA,2,1,1,0,0,0,0,0,1,1,1,1,0,2,11,998,Layak Minum
33372,61,2,12,1,0,1,1,1,1,1,33,35,31,2,4,1,58,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,2,5,11,96,Layak Minum
33375,61,2,12,1,0,0,1,0,0,0,NA,35,31,2,2,1,79,2,3,NA,NA,NA,1,1,1,0,0,0,0,0,1,1,1,1,2,2,11,57,Layak Minum
33376,61,2,16,0,0,1,0,0,0,0,35,36,31,2,2,1,46,2,1,1,0,0,2,1,1,0,0,0,0,1,1,1,1,1,1,1,12,998,Tidak Layak Minum
33377,61,2,16,0,0,0,0,0,0,0,35,35,31,2,4,1,50,2,3,NA,NA,NA,1,1,1,0,0,0,0,0,1,1,1,1,1,1,12,54,Layak Minum
33378,61,2,12,1,0,1,1,0,1,0,33,34,31,4,4,1,63,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,1,1,1,4,11,70,Layak Minum
33380,61,2,12,1,0,1,1,0,1,0,21,35,31,1,4,1,44,8,2,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,2,11,998,Layak Minum
33381,61,2,12,1,0,1,0,0,0,0,35,34,31,2,2,2,67,8,2,1,0,0,1,1,1,0,0,0,0,0,3,NA,1,1,1,1,11,54,Layak Minum
33382,61,2,31,0,1,0,0,0,1,0,21,36,23,1,2,1,63,8,3,NA,NA,NA,2,1,1,0,0,0,0,0,3,NA,1,1,1,1,51,24,Tidak Layak Minum
33383,61,2,12,1,0,1,0,1,1,0,21,36,31,1,4,1,49,2,2,1,1,0,2,1,1,0,0,0,0,1,1,1,1,1,1,2,11,24,Tidak Layak Minum
33384,61,2,12,1,0,1,1,0,1,0,33,34,31,5,4,1,53,8,2,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,2,4,11,998,Layak Minum
33387,61,2,12,1,0,1,0,0,1,0,35,35,31,3,4,1,50,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,1,1,2,11,56,Layak Minum
33388,61,2,31,1,0,0,0,0,1,0,21,36,31,2,4,1,43,8,2,1,0,0,2,1,1,0,0,0,0,1,1,1,1,1,1,1,51,24,Tidak Layak Minum
33389,61,2,12,1,0,1,1,0,1,0,33,35,31,4,4,1,87,2,2,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,5,11,120,Layak Minum
33390,61,2,12,1,0,1,0,0,0,0,33,35,31,2,2,1,55,8,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,11,30,Layak Minum
33391,61,2,16,1,0,0,0,0,1,0,35,35,31,2,2,1,62,8,2,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,12,54,Layak Minum
33392,61,2,12,1,0,1,1,0,1,0,35,35,31,2,4,1,47,8,2,0,0,0,1,1,1,0,0,0,0,0,3,NA,1,1,1,2,11,72,Layak Minum
33394,61,2,12,1,0,0,0,1,0,0,35,34,31,3,2,1,47,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,2,11,96,Layak Minum
33395,61,2,12,1,0,0,0,0,1,0,33,34,31,2,4,1,38,2,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,2,11,120,Layak Minum
33398,61,2,31,1,0,0,0,0,1,0,21,36,12,3,4,1,51,8,2,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,51,36,Layak Minum
33400,61,2,16,1,0,1,1,0,1,0,33,34,31,4,4,1,49,8,2,0,0,0,1,1,1,0,0,0,0,0,3,NA,1,1,1,2,12,72,Tidak Layak Minum
33401,61,2,31,0,0,0,0,1,1,0,35,35,31,2,2,1,30,8,3,NA,NA,NA,2,1,1,0,0,0,0,0,3,NA,1,1,1,1,51,36,Layak Minum
33402,61,2,12,1,0,0,0,1,1,0,35,32,31,4,4,1,46,2,3,NA,NA,NA,2,1,1,0,0,0,0,1,1,1,1,1,1,2,11,72,Tidak Layak Minum
33403,61,2,31,0,0,1,0,0,0,0,35,35,31,3,4,1,46,8,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,51,36,Layak Minum
33404,61,2,31,1,0,1,0,1,0,0,21,36,31,2,4,1,45,2,3,NA,NA,NA,1,1,1,0,0,0,0,0,1,1,1,1,1,1,51,24,Layak Minum
33405,61,2,31,0,0,0,0,1,0,0,35,96,96,1,2,1,48,8,3,NA,NA,NA,2,1,1,0,0,0,0,0,1,1,1,0,1,1,51,36,Layak Minum
33406,61,2,31,1,0,1,0,0,0,0,35,35,31,3,2,1,46,8,3,NA,NA,NA,1,0,0,0,0,0,0,0,1,1,1,1,1,1,51,54,Layak Minum
33407,61,2,12,1,0,1,0,0,1,0,33,35,35,3,4,1,42,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,4,11,48,Layak Minum
33408,61,2,12,1,0,0,0,0,1,0,33,34,31,3,4,1,56,8,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,2,11,60,Layak Minum
33411,61,2,31,1,1,1,0,0,1,0,35,35,31,4,4,1,41,8,1,1,1,0,3,1,1,0,0,0,0,0,1,1,1,1,1,2,51,40,Layak Minum
33412,61,2,31,1,0,1,0,0,1,0,35,36,12,2,2,1,35,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,1,1,1,31,45,Layak Minum
33413,61,2,31,1,0,0,0,1,1,0,21,36,31,1,2,1,30,2,2,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,51,35,Layak Minum
33414,61,2,31,0,0,0,0,0,1,0,11,36,31,2,2,1,34,8,3,NA,NA,NA,1,1,1,0,0,0,0,0,2,NA,1,1,1,1,51,998,Layak Minum
33417,61,2,12,1,0,1,1,1,1,0,35,35,31,1,2,1,31,8,2,1,1,0,1,1,1,0,0,0,0,1,NA,NA,0,0,1,2,11,42,Layak Minum
33418,61,2,31,1,0,1,1,0,1,0,21,35,31,2,2,1,32,2,1,1,1,0,2,1,1,0,0,0,0,1,1,0,1,1,1,2,51,48,Layak Minum
33419,61,2,12,1,0,1,1,0,1,1,33,35,31,4,2,1,48,2,1,1,1,0,2,1,0,0,0,0,0,0,1,1,1,0,1,5,11,54,Layak Minum
33420,61,2,12,1,0,1,1,0,1,0,33,35,31,3,4,1,63,2,2,1,1,0,2,1,1,0,0,0,0,1,1,1,1,0,0,5,11,90,Layak Minum
33422,61,2,31,1,0,1,0,0,1,0,35,35,31,2,2,1,39,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,1,1,0,2,31,72,Tidak Layak Minum
33424,61,2,12,1,0,1,0,0,1,1,33,35,31,1,4,1,52,2,2,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,0,5,11,72,Layak Minum
33425,61,2,12,1,0,1,0,0,1,0,35,96,31,1,2,1,32,2,1,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,4,2,11,35,Tidak Layak Minum
33427,61,2,12,1,0,1,1,1,1,0,35,26,31,3,4,1,39,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,0,1,1,4,11,108,Layak Minum
33428,61,2,12,1,0,1,1,1,1,0,33,35,31,3,2,1,44,2,1,1,1,0,2,1,1,0,0,0,0,1,1,0,1,1,4,5,11,54,Layak Minum
33429,61,2,12,1,0,1,1,0,1,1,33,35,31,3,2,1,40,2,1,1,1,0,2,1,1,0,0,0,0,1,1,0,1,1,1,5,11,54,Layak Minum
33432,61,2,12,1,0,1,1,0,1,0,21,36,31,4,4,1,63,2,2,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,3,11,200,Layak Minum
33433,61,2,12,1,0,1,1,1,1,0,35,36,31,3,4,1,34,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,1,0,0,4,11,96,Tidak Layak Minum
33434,61,2,12,1,0,1,1,0,1,0,33,35,31,1,4,1,45,8,1,1,1,0,2,1,1,0,0,0,0,1,3,NA,1,1,1,3,11,70,Layak Minum
33435,61,2,16,1,0,1,0,0,1,0,21,36,31,2,2,1,29,2,2,1,1,0,3,1,1,0,0,0,0,1,1,0,1,1,4,2,12,64,Tidak Layak Minum
33437,61,2,12,1,1,1,0,0,1,0,33,35,31,3,4,1,70,8,1,1,1,0,2,1,1,0,0,0,0,1,3,NA,1,1,1,3,11,60,Tidak Layak Minum
33439,61,1,12,1,0,1,1,0,1,0,33,35,31,4,4,1,53,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,4,11,140,Layak Minum
33440,61,1,31,1,0,1,1,0,1,0,21,35,31,2,4,1,52,2,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,3,1,31,24,Layak Minum
33441,61,1,12,1,0,1,0,1,1,0,21,36,31,2,4,1,54,2,1,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,1,1,11,49,Layak Minum
33443,61,1,12,1,0,1,1,0,1,0,33,35,31,3,5,1,39,2,1,1,1,0,3,1,0,0,0,0,0,1,1,1,0,0,1,4,11,108,Layak Minum
33445,61,1,31,1,0,1,0,0,1,0,33,35,31,3,2,1,51,2,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,2,31,80,Layak Minum
33447,61,1,12,1,0,1,1,0,1,0,33,35,31,4,4,1,58,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,1,1,3,11,60,Layak Minum
33449,61,1,12,1,0,1,1,0,1,0,21,36,31,2,4,1,51,2,2,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,11,40,Layak Minum
33450,61,1,12,1,0,1,1,1,1,0,33,35,31,4,4,1,40,2,1,0,0,0,3,1,1,0,0,0,0,1,1,1,1,0,1,4,11,60,Tidak Layak Minum
33453,61,1,12,1,0,1,1,0,1,0,21,35,31,4,4,1,61,2,2,0,0,0,3,1,1,1,0,0,0,1,2,NA,0,1,4,1,11,54,Tidak Layak Minum
33454,61,1,12,1,1,1,1,0,1,0,21,35,31,3,4,1,67,2,2,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,1,3,11,48,Layak Minum
33456,61,1,12,1,0,1,1,0,1,0,21,36,31,3,4,1,46,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,1,11,45,Layak Minum
33457,61,1,12,1,0,1,1,0,1,0,21,35,31,3,4,2,57,2,1,1,1,0,3,1,1,0,0,0,0,0,1,0,0,0,4,2,11,125,Layak Minum
33463,61,1,12,1,0,1,0,0,1,0,33,35,31,2,4,1,42,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,2,11,40,Layak Minum
33464,61,2,12,1,0,1,0,0,0,0,21,36,31,2,3,2,44,2,1,1,1,0,2,1,1,0,0,0,0,1,1,0,1,0,0,2,11,48,Layak Minum
33465,61,2,12,1,0,1,1,0,1,0,21,36,31,3,4,1,65,2,1,1,1,0,2,1,1,0,0,0,0,1,1,0,1,1,1,4,11,120,Layak Minum
33466,61,2,12,1,0,1,1,0,1,0,21,36,31,2,4,1,49,2,2,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,1,2,11,50,Layak Minum
33467,61,2,21,1,0,1,0,0,1,0,33,36,31,1,2,1,32,8,1,1,1,0,2,0,0,0,0,0,0,0,3,NA,0,0,4,1,41,36,Layak Minum
33469,61,2,12,1,0,1,1,0,1,1,21,35,31,1,2,1,57,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,5,11,80,Layak Minum
33470,61,2,12,1,0,1,1,0,1,0,21,36,31,2,4,1,42,8,2,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,1,2,11,40,Layak Minum
33472,61,2,12,1,0,1,0,0,1,0,21,36,31,1,1,1,38,2,2,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,1,2,11,42,Layak Minum
33473,61,2,21,1,0,1,0,0,1,0,21,36,31,3,4,1,50,2,1,1,0,0,2,1,1,0,0,0,0,1,1,0,1,1,4,1,41,36,Tidak Layak Minum
33475,61,2,12,1,0,1,1,0,1,0,33,34,31,4,4,1,56,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,0,1,5,11,108,Layak Minum
33476,61,2,12,1,0,1,1,0,1,0,33,35,31,3,4,1,52,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,1,1,1,4,11,60,Layak Minum
33477,61,2,17,1,0,0,0,0,0,0,21,36,31,2,2,1,37,8,5,NA,NA,NA,3,1,1,0,0,0,0,0,1,1,0,0,1,1,21,35,Layak Minum
33481,61,2,21,0,0,1,0,0,1,0,21,36,31,2,4,1,46,8,2,1,1,0,1,1,1,0,0,0,0,0,2,NA,0,1,1,1,41,40,Layak Minum
33484,61,2,12,1,0,1,1,0,1,0,35,23,31,3,2,1,60,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,2,11,176,Layak Minum
33487,61,2,12,1,0,0,0,0,0,0,21,36,31,1,2,1,64,NA,1,1,0,0,2,1,1,0,0,0,0,0,1,0,1,0,4,1,11,36,Layak Minum
33488,61,2,21,1,0,0,0,0,0,0,21,35,31,3,1,1,79,2,2,1,0,0,3,1,1,0,0,0,0,0,1,1,1,0,4,1,41,60,Layak Minum
33489,61,1,12,1,1,1,0,0,1,0,21,96,31,2,4,1,58,2,1,1,1,0,3,1,1,0,0,0,0,1,1,0,0,0,1,1,11,35,Layak Minum
33490,61,1,12,1,1,1,1,0,1,0,21,35,31,3,4,1,65,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,1,1,1,3,11,138,Layak Minum
33491,61,1,12,1,0,1,1,1,1,0,21,35,31,3,4,1,66,2,2,1,1,0,3,1,1,0,0,0,0,1,1,1,1,1,1,3,11,63,Layak Minum
33492,61,1,12,1,0,1,1,1,1,0,33,35,31,3,4,1,58,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,1,0,1,3,11,36,Layak Minum
33493,61,1,12,1,0,1,1,1,1,0,33,35,31,6,4,1,49,2,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,4,4,11,60,Layak Minum
33494,61,1,12,1,0,1,1,0,1,0,33,35,31,4,4,1,53,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,0,1,0,1,3,11,50,Layak Minum
33495,61,1,12,1,0,1,1,0,1,0,33,96,31,4,4,1,51,2,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,2,11,60,Layak Minum
33497,61,1,12,1,0,1,1,0,0,0,21,96,31,2,2,1,71,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,1,0,0,1,11,84,Layak Minum
33498,61,1,12,1,0,1,0,0,1,0,33,35,31,2,3,1,90,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,2,11,32,Layak Minum
33499,61,1,12,1,0,1,1,0,1,0,33,23,31,3,4,1,50,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,2,11,96,Layak Minum
33500,61,1,12,1,0,1,1,0,1,0,35,35,31,4,4,2,80,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,0,0,0,2,11,36,Layak Minum
33501,61,1,12,1,1,1,0,0,1,0,21,23,31,2,4,1,65,8,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,11,80,Layak Minum
33502,61,1,12,1,0,1,1,0,1,0,34,35,31,3,4,1,44,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,1,1,0,3,11,70,Layak Minum
33504,61,1,12,1,0,1,1,0,1,0,21,35,31,4,4,1,45,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,11,55,Layak Minum
33505,61,1,12,1,0,1,1,0,0,0,21,36,36,2,4,1,67,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,1,0,1,1,11,30,Layak Minum
33506,61,1,12,1,0,1,1,1,1,0,33,35,31,3,2,1,34,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,0,1,4,11,108,Layak Minum
33507,61,1,12,1,1,1,1,0,1,0,21,36,31,4,5,2,62,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,1,0,1,2,11,96,Layak Minum
33508,61,1,12,1,0,1,1,0,0,0,21,35,31,2,4,2,75,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,1,1,1,1,11,80,Layak Minum
33510,61,1,12,1,0,1,0,1,1,0,96,96,31,2,4,1,36,2,1,1,1,0,3,0,0,0,0,0,0,0,2,NA,1,0,1,1,11,42,Layak Minum
33511,61,1,12,1,1,1,1,0,1,0,33,35,31,3,4,1,62,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,1,1,3,11,54,Layak Minum
33512,61,1,17,1,0,1,0,0,1,0,35,34,31,1,2,1,34,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,1,21,36,Layak Minum
33513,61,1,31,1,0,0,0,0,1,0,21,35,31,1,2,2,62,2,2,0,0,0,3,1,1,0,0,0,0,0,1,0,1,1,1,1,31,45,Layak Minum
33514,61,2,12,1,1,1,1,0,0,0,35,35,31,2,2,2,50,2,1,1,1,0,2,1,1,0,0,0,0,0,2,NA,0,1,1,3,11,24,Layak Minum
33515,61,2,12,1,1,1,1,1,1,0,33,35,31,2,2,1,43,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,1,1,0,5,11,96,Layak Minum
33516,61,2,12,1,0,1,0,0,1,0,33,34,31,4,4,1,48,8,2,1,1,0,2,1,1,0,0,0,0,0,1,1,1,1,1,2,11,81,Tidak Layak Minum
33517,61,2,17,1,0,1,1,0,1,0,35,35,31,2,2,1,34,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,1,1,2,21,40,Tidak Layak Minum
33518,61,2,31,1,0,1,1,0,1,0,35,35,31,2,2,1,49,2,2,1,1,0,2,1,1,0,0,0,0,0,1,1,1,1,2,2,31,42,Tidak Layak Minum
